		ndcg	pak	apk	map	no gt precision	no gt recall
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
embryonic structure	bm25	1.0	1.0	1.0	0.40562841530054644	0.7384615384615386	0.23414634146341504	
	vsm	1.0	1.0	1.0	0.40562841530054644	0.7384615384615386	0.23414634146341504	
	class-match-measure	1.0	1.0	1.0	0.40562841530054644	0.7384615384615386	0.23414634146341504	
	tf_idf	1.0	1.0	1.0	0.4081967213114754	0.7384615384615386	0.23414634146341504	
	boolean	1.0	1.0	1.0	0.4039890710382513	0.7384615384615386	0.23414634146341504	
	zooma	0.8486987932505933	0.800000011920929	0.71	0.18377049180327865	0.6000000000000001	0.1902439024390247	
	bioportal	0.9279641043683683	0.6000000238418579	0.55	0.48215846994535533	0.5846153846153846	0.1853658536585369	
	solr	0.6105858728157116	0.6000000238418579	0.52	0.46581967213114767	0.8461538461538463	0.16097560975609781	
	ols	0.8541058313273973	0.6000000238418579	0.42000000000000004	0.5040710382513662	0.5076923076923077	0.1609756097560978	
	semantic-similarity	1.0	1.0	1.0	0.4075409836065574	0.7384615384615386	0.23414634146341504	
	pagerank	1.0	1.0	1.0	0.4081967213114754	0.7384615384615386	0.23414634146341504	
	
copy number	bm25	1.0	1.0	1.0	0.40562841530054644	0.8846153846153846	0.13294797687861298	
	vsm	1.0	1.0	1.0	0.40562841530054644	0.8846153846153846	0.13294797687861298	
	class-match-measure	1.0	1.0	1.0	0.40562841530054644	0.8846153846153846	0.13294797687861298	
	tf_idf	1.0	1.0	1.0	0.4081967213114754	0.8846153846153846	0.13294797687861298	
	boolean	1.0	1.0	1.0	0.4039890710382513	0.8846153846153846	0.13294797687861298	
	zooma	0.6131471927654585	0.5	0.5	0.18377049180327865	0.9230769230769231	0.06936416184971113	
	bioportal	1.0	1.0	1.0	0.48215846994535533	0.8846153846153846	0.13294797687861298	
	solr	1.0	1.0	1.0	0.46581967213114767	0.8846153846153846	0.13294797687861298	
	ols	1.0	1.0	1.0	0.5040710382513662	0.8846153846153846	0.13294797687861298	
	semantic-similarity	1.0	1.0	1.0	0.4075409836065574	0.8846153846153846	0.13294797687861298	
	pagerank	1.0	1.0	1.0	0.4081967213114754	0.8846153846153846	0.13294797687861298	
	
clinical trial	bm25	0.8318724637288826	0.6000000238418579	0.75	0.40562841530054644	0.9230769230769231	0.1348314606741576	
	vsm	0.8318724637288826	0.6000000238418579	0.75	0.40562841530054644	0.9230769230769231	0.1348314606741576	
	class-match-measure	0.8318724637288826	0.6000000238418579	0.75	0.40562841530054644	0.9230769230769231	0.1348314606741576	
	tf_idf	0.8318724637288826	0.6000000238418579	0.75	0.4081967213114754	0.9230769230769231	0.1348314606741576	
	boolean	0.8318724637288826	0.6000000238418579	0.75	0.4039890710382513	0.9230769230769231	0.1348314606741576	
	zooma	0.8318724637288826	0.6000000238418579	0.75	0.18377049180327865	0.4153846153846154	0.1516853932584273	
	bioportal	0.6366824387328317	0.4000000059604645	0.5	0.48215846994535533	0.6410256410256411	0.1404494382022475	
	solr	0.8318724637288826	0.6000000238418579	0.75	0.46581967213114767	0.9230769230769231	0.1348314606741576	
	ols	0.6366824387328317	0.4000000059604645	0.5	0.5040710382513662	0.9230769230769231	0.1348314606741576	
	semantic-similarity	0.8318724637288826	0.6000000238418579	0.75	0.4075409836065574	0.9230769230769231	0.1348314606741576	
	pagerank	0.8318724637288826	0.6000000238418579	0.75	0.4081967213114754	0.9230769230769231	0.1348314606741576	
	
heart failure	bm25	0.7227265726449518	0.6000000238418579	0.6	0.40562841530054644	0.8461538461538461	0.17647058823529443	
	vsm	0.7227265726449518	0.6000000238418579	0.6	0.40562841530054644	0.8461538461538461	0.17647058823529443	
	class-match-measure	0.7227265726449518	0.6000000238418579	0.6	0.40562841530054644	0.8461538461538461	0.17647058823529443	
	tf_idf	0.7227265726449518	0.6000000238418579	0.6	0.4081967213114754	0.8461538461538461	0.17647058823529443	
	boolean	0.7227265726449518	0.6000000238418579	0.6	0.4039890710382513	0.8461538461538461	0.17647058823529443	
	zooma	0.0	0.0	0.0	0.18377049180327865	0.3076923076923077	0.021390374331550843	
	bioportal	0.7860137352654725	0.800000011920929	0.6433333333333333	0.48215846994535533	0.6153846153846153	0.2139037433155084	
	solr	0.8297197050122156	0.6000000238418579	0.6	0.46581967213114767	0.8461538461538461	0.17647058823529443	
	ols	0.8304198973631919	0.800000011920929	0.71	0.5040710382513662	0.6153846153846153	0.2139037433155084	
	semantic-similarity	0.7227265726449518	0.6000000238418579	0.6	0.4075409836065574	0.8461538461538461	0.17647058823529443	
	pagerank	0.7227265726449518	0.6000000238418579	0.6	0.4081967213114754	0.8461538461538461	0.17647058823529443	
	
hepatitis b	bm25	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	vsm	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	boolean	0.0	0.0	0.0	0.4039890710382513	NaN	0.0	
	zooma	0.6509209298071325	0.5	0.25	0.18377049180327865	0.23076923076923078	0.03750000000000007	
	bioportal	0.9197207891481877	0.5	0.5	0.48215846994535533	0.3076923076923077	0.05000000000000009	
	solr	1.0	1.0	1.0	0.46581967213114767	0.2692307692307693	0.04375000000000009	
	ols	0.9197207891481877	0.5	0.5	0.5040710382513662	0.3076923076923077	0.05000000000000009	
	semantic-similarity	0.0	0.0	0.0	0.4075409836065574	NaN	0.0	
	pagerank	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	
ovarian cancer	bm25	0.6131471927654585	0.5	0.5	0.40562841530054644	0.8461538461538461	0.06666666666666679	
	vsm	0.6131471927654585	0.5	0.5	0.40562841530054644	0.8461538461538461	0.06666666666666679	
	class-match-measure	0.6131471927654585	0.5	0.5	0.40562841530054644	0.8461538461538461	0.06666666666666679	
	tf_idf	0.6131471927654585	0.5	0.5	0.4081967213114754	0.8461538461538461	0.06666666666666679	
	boolean	0.6131471927654585	0.5	0.5	0.4039890710382513	0.8461538461538461	0.06666666666666679	
	zooma	0.0	0.0	0.0	0.18377049180327865	NaN	0.0	
	bioportal	0.9197207891481877	0.5	0.5	0.48215846994535533	0.5769230769230769	0.09090909090909108	
	solr	0.38685280723454163	0.5	0.25	0.46581967213114767	0.5769230769230769	0.09090909090909108	
	ols	0.6934264036172708	0.5	0.25	0.5040710382513662	0.5769230769230769	0.09090909090909108	
	semantic-similarity	0.6131471927654585	0.5	0.5	0.4075409836065574	0.8461538461538461	0.06666666666666679	
	pagerank	0.6131471927654585	0.5	0.5	0.4081967213114754	0.8461538461538461	0.06666666666666679	
	
concentration unit	bm25	0.6131471927654585	0.5	0.5	0.40562841530054644	0.9230769230769231	0.07185628742514984	
	vsm	0.6131471927654585	0.5	0.5	0.40562841530054644	0.9230769230769231	0.07185628742514984	
	class-match-measure	0.6131471927654585	0.5	0.5	0.40562841530054644	0.9230769230769231	0.07185628742514984	
	tf_idf	0.6131471927654585	0.5	0.5	0.4081967213114754	0.9230769230769231	0.07185628742514984	
	boolean	0.6131471927654585	0.5	0.5	0.4039890710382513	0.9230769230769231	0.07185628742514984	
	zooma	0.9197207891481877	0.5	0.5	0.18377049180327865	0.5	0.07784431137724565	
	bioportal	0.9197207891481877	0.5	0.5	0.48215846994535533	0.5	0.07784431137724565	
	solr	0.9197207891481877	0.5	0.5	0.46581967213114767	0.576923076923077	0.0898203592814373	
	ols	1.0	1.0	1.0	0.5040710382513662	0.576923076923077	0.0898203592814373	
	semantic-similarity	0.6131471927654585	0.5	0.5	0.4075409836065574	0.9230769230769231	0.07185628742514984	
	pagerank	0.6131471927654585	0.5	0.5	0.4081967213114754	0.9230769230769231	0.07185628742514984	
	
hepatitis c	bm25	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	vsm	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	0.0	0.0	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	boolean	0.0	0.0	0.0	0.4039890710382513	NaN	0.0	
	zooma	0.0	0.0	0.0	0.18377049180327865	NaN	0.0	
	bioportal	0.9060254355346824	0.6000000238418579	0.8055555555555555	0.48215846994535533	0.2820512820512821	0.06832298136645976	
	solr	0.7039180890341348	0.4000000059604645	0.5555555555555555	0.46581967213114767	0.25641025641025644	0.06211180124223614	
	ols	0.9060254355346824	0.6000000238418579	0.8055555555555555	0.5040710382513662	0.2820512820512821	0.06832298136645976	
	semantic-similarity	0.0	0.0	0.0	0.4075409836065574	NaN	0.0	
	pagerank	0.0	0.0	0.0	0.4081967213114754	NaN	0.0	
	
Ovarian Teratoma	bm25	0.8318724637288826	0.75	0.75	0.40562841530054644	0.8461538461538461	0.1793478260869569	
	vsm	0.8318724637288826	0.75	0.75	0.40562841530054644	0.8461538461538461	0.1793478260869569	
	class-match-measure	0.8318724637288826	0.75	0.75	0.40562841530054644	0.8461538461538461	0.1793478260869569	
	tf_idf	0.8318724637288826	0.75	0.75	0.4081967213114754	0.8461538461538461	0.1793478260869569	
	boolean	0.8318724637288826	0.75	0.75	0.4039890710382513	0.8461538461538461	0.1793478260869569	
	zooma	0.0	0.0	0.0	0.18377049180327865	NaN	0.0	
	bioportal	0.9558295932317544	0.75	0.6875	0.48215846994535533	0.6923076923076923	0.1956521739130439	
	solr	0.9447176050778178	0.75	0.75	0.46581967213114767	0.8461538461538461	0.1793478260869569	
	ols	0.9558295932317544	0.75	0.6875	0.5040710382513662	0.6923076923076923	0.1956521739130439	
	semantic-similarity	0.8318724637288826	0.75	0.75	0.4075409836065574	0.8461538461538461	0.1793478260869569	
	pagerank	0.8318724637288826	0.75	0.75	0.4081967213114754	0.8461538461538461	0.1793478260869569	
	
connective tissue development	bm25	1.0	1.0	1.0	0.40562841530054644	0.9230769230769231	0.07361963190184063	
	vsm	1.0	1.0	1.0	0.40562841530054644	0.9230769230769231	0.07361963190184063	
	class-match-measure	1.0	1.0	1.0	0.40562841530054644	0.9230769230769231	0.07361963190184063	
	tf_idf	1.0	1.0	1.0	0.4081967213114754	0.9230769230769231	0.07361963190184063	
	boolean	1.0	1.0	1.0	0.4039890710382513	0.9230769230769231	0.07361963190184063	
	zooma	1.0	1.0	1.0	0.18377049180327865	0.9230769230769231	0.07361963190184063	
	bioportal	1.0	1.0	1.0	0.48215846994535533	0.9230769230769231	0.07361963190184063	
	solr	0.43067655807339306	0.0	0.0	0.46581967213114767	0.9230769230769231	0.07361963190184063	
	ols	1.0	1.0	1.0	0.5040710382513662	0.9230769230769231	0.07361963190184063	
	semantic-similarity	1.0	1.0	1.0	0.4075409836065574	0.9230769230769231	0.07361963190184063	
	pagerank	1.0	1.0	1.0	0.4081967213114754	0.9230769230769231	0.07361963190184063	
	
high throughput	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
cystathione synthase deficiency	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
growth protocol	bm25	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	vsm	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	class-match-measure	NaN	NaN	0.0	0.40562841530054644	NaN	0.0	
	tf_idf	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	boolean	NaN	NaN	0.0	0.4039890710382513	NaN	0.0	
	zooma	NaN	NaN	0.0	0.18377049180327865	NaN	0.0	
	bioportal	NaN	NaN	0.0	0.48215846994535533	NaN	0.0	
	solr	NaN	NaN	0.0	0.46581967213114767	NaN	0.0	
	ols	NaN	NaN	0.0	0.5040710382513662	NaN	0.0	
	semantic-similarity	NaN	NaN	0.0	0.4075409836065574	NaN	0.0	
	pagerank	NaN	NaN	0.0	0.4081967213114754	NaN	0.0	
	
collecting duct	bm25	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.40562841530054644	0.8461538461538461	0.0632183908045978	
	vsm	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.40562841530054644	0.8461538461538461	0.0632183908045978	
	class-match-measure	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.40562841530054644	0.8461538461538461	0.0632183908045978	
	tf_idf	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.4081967213114754	0.8461538461538461	0.0632183908045978	
	boolean	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.4039890710382513	0.8461538461538461	0.0632183908045978	
	zooma	0.0	0.0	0.0	0.18377049180327865	0.23076923076923078	0.01724137931034486	
	bioportal	0.6340499455108035	0.4000000059604645	0.3	0.48215846994535533	0.36923076923076925	0.13793103448275887	
	solr	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.46581967213114767	0.4230769230769231	0.1264367816091956	
	ols	0.5508095940041027	0.4000000059604645	0.21666666666666667	0.5040710382513662	0.36923076923076925	0.13793103448275887	
	semantic-similarity	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.4075409836065574	0.8461538461538461	0.0632183908045978	
	pagerank	0.46927872602275655	0.20000000298023224	0.3333333333333333	0.4081967213114754	0.8461538461538461	0.0632183908045978	
	
